id,title,dating.year,dating.yearEarly,dating.yearLate,objectTypes.0,principalMakers.0.name,principalMakers.1.name,principalMakers.2.name,principalMakers.3.name,productionPlaces.0,description,webImage.url,classification.places.0,classification.places.1,classification.places.2,classification.places.3,classification.places.5,classification.places.6,classification.places.7,classification.places.8
"en-RP-P-OB-62.229","Visitekaart van Johannes de Paep",1643,1643,1650,"prent","Cornelis Visscher (II)",,,,"Haarlem","Visitekaart met portret waarop Johannes de Paep, wonend in de Sint Jansstraat, zijn diensten aanbiedt. De Paep wijst op de binnenplaats van de Beurs van Hendrick de Keyser, waar hij als beursknecht (concierge) werkzaam is. Achter hem hangt het stadswapen van Amsterdam. Onderaan het Amsterdamse stadszegel met het koggeschip.","http://lh3.ggpht.com/hFHhEHe-GM8nButYFKPTa4dwfwFQp6j50XWeJabKET3GBCwfyy3O27KKKG9ZFBSSmos7JY24AqC5amP6w6nIm8yX2A=s0","Beurs van Hendrik de Keyser (Amsterdam)",,,,,,,
"en-RP-P-OB-62.282","Gedicht op de Beurs van Hendrik de Keyser",1643,1643,1643,"prent","Joost van den Vondel",,,,,"Gedicht op de Beurs van Hendrik de Keyser te Amsterdam, gevat in een rijk versierde omlijsting met Mercurius, paperassen, het stadswapen van Amsterdam en een zee- of riviergod.","http://lh3.ggpht.com/5oHU7NMg7R9ztqQ9KMWIwGvZnF9GLiqAGc4wW20uVwjlneXQsgIydvyqvrT8ooshvsTCC0le0qOtBJb92raYKAKFzg=s0","Beurs van Hendrik de Keyser (Amsterdam)",,,,,,,
"en-RP-P-OB-6402","Twee horizontale trofeeën met een hoorn des overvloeds",1663,1663,1663,"prent","Hubert Quellinus","Artus Quellinus","Hubert Quellinus",,,"Blad L.","http://lh5.ggpht.com/uCvE9l8nAfKRCUPkZlJGnAU_LEn4J-EmEq3hDm7CWQkQ2tCNhXYWqq0lsC209lYS-mufNu5VZC-ADGi4c1-G9ko4jQ=s0","Stadhuis op de Dam (Amsterdam)",,,,,,,
"en-RP-P-OB-65.229","Boetedoening door Asjkenazische Joden in de synagoge",1716,1716,1761,"prent","Pieter Tanjé",,,,"Amsterdam","In de Hoogduitse Synagoge te Amsterdam doen Asjkenazische Joden boete aan de vooravond van Grote Verzoendag of Jom Kipoer. Twee mannen laten zich op de rug slaan.","http://lh6.ggpht.com/igTCyxDx1dglEYtJJsZDcdqqZrsc5hhPAy1497OnQ1zl1VXyrarB20aAbrdxSwxiF4Yyi8nUKkfo6d5GqINRQSsU5g=s0","Hoogduitse Synagoge (Amsterdam)",,,,,,,
"en-RP-P-OB-6681","Het veer naar Leiden",1657,1657,1662,"prent","Reinier Nooms","Reinier Nooms",,,"Nederland","Het Singel met op de achtergrond de top van de Munttoren zichtbaar. Rechts het huis van burgemeester Huydecoper, Singel 548. Op de voorgrond zeilboten en daar achter het veer naar Leiden.","http://lh4.ggpht.com/L-iUZasGW-4t4yxBOlYiePjvE3wuYF8vGwN1Vxl3RuaXY8jlgnTQUTOkS1rQFPP2v1tmN0KckxnUgOBmwWBfCgqoS9w=s0","Singel (Amsterdam)",,,,,,,
"en-RP-P-OB-6686","Het Rokin met de Beurs",1652,1652,1654,"prent","Reinier Nooms","Reinier Nooms",,,"Nederland","Het Rokin met aangemeerde zeilschepen, en de oude Beurs, ontworpen door architect Hendrick de Keyser.","http://lh3.ggpht.com/l5luHrR8oad1BmRl4GIm8eZNDsuCGzA9GFP0C0r1rZBzssuxlXkoIU-JUDdHZOt9Ecf5dIVxx_ncDHkcBzbiQSJOJw=s0","Rokin (Amsterdam)","Beurs van Hendrik de Keyser (Amsterdam)",,,,,,
"en-RP-P-OB-67.360","Putti beoefenen de schilderkunst en beeldhouwkunst",1736,1736,1779,"prent","Jacob van der Schley","J. van Dyk",,,"Amsterdam","Voor het stadhuis op de Dam te Amsterdam beoefenen drie putti de schilderkunst en de beeldhouwkunst. Zij worden beschermd door een personificatie van de Deugd, tegen de Tijd en de Domheid die op de vlucht geslagen zijn. Achter de putti een sokkel met twee portretten. In de marge verklarend vers.","http://lh6.ggpht.com/mmK2HNbd3BpXK2Jed2IWjZuqVLEH6K3CyqVqNII6KD-_5UbDlTIL-IOJYq3v9K6kIrcroI13oPz7u-D1YlZdxMpT11Y=s0","Stadhuis op de Dam (Amsterdam)",,,,,,,
"en-RP-P-OB-67.487","De Beurs van Amsterdam, 1609",1609,1609,1609,"prent","Boëtius Adamsz. Bolswert","Michael Colyn","Pieter Cornelisz Hooft","Theodore Rodenburgh","Noordelijke Nederlanden","Binnenplaats van de beurs van Hendrik de Keyser in Amsterdam in 1609. Met kooplieden uit binnen- en buitenland. In de lucht engelen met attributen van de handel en welvaart. Middenonder het wapen van Amsterdam en vier cartouches met een Latijnse tekst en gedichten van P.C. Hooft, T. Rodenburgh en C. Plemp in respectievelijk Nederlands, Frans en Latijn.","http://lh4.ggpht.com/AncuTJdUUhMxVYSSiJuV1UtHiivafRiZaDyxmyMy43mPVTbaq7aO1U-5z3kcMVTSPKMXmBJ68iXanc656fPotAn_UdxT=s0","Beurs van Hendrik de Keyser (Amsterdam)",,,,,,,
"en-RP-P-OB-67.714","Begrafenis van veldmaarschalk Paulus Wirtz, 1676",1676,1676,1676,"prent","Romeyn de Hooghe","Romeyn de Hooghe",,,"Nederland","Begrafenis van veldmaarschalk Paulus Wirtz te Amsterdam, 24 oktober 1676. De begrafenisstoet slingert zich naar de ingang van de Oude Kerk te Amsterdam. Onderaan een medaillon met het portret van Wirtz en treurende soldaten en allegorische figuren en wapens. Rechtsonder de legenda A-Z, deels met pen aangevuld.","http://lh6.ggpht.com/ZfqtbnQz4VsiMdY3yoC9UwGKus0mFJ89JkSxi4Hb-vpbiWb_iJL_r1KmjfVh2bgPpkgS_R9bpzQYRUR_BIX88MIoXzg=s0","Oude Kerk (Amsterdam)",,,,,,,
"en-RP-P-OB-67.742","De nieuwe Portugese Synagoge te Amsterdam (interieur), 1675",1675,1675,1675,"prent","Romeyn de Hooghe","Romeyn de Hooghe","Pieter Persoy",,"Nederland","Gezicht in het interieur van de Nieuwe Portugese Synagoge te Amsterdam tijdens de inwijding, 2 augustus 1675. In het midden de bima. Bovenaan wolken met de titel en de Amsterdamse stedenmaagd met de personificatie van het Jodendom of Oude Testament. Tussen hen in een torarol met siertoren en het wapen van Amsterdam.","http://lh3.ggpht.com/vgNGhXQZbwSq2Qzolqvu0zokZUOMYaJCn4JyJEL8T1ZKp7UpbTIwzIaJSos4PsttgxNdzVJQ2CEFiqrTgyXeeJ5nuDs=s0","Portugese Synagoge (Amsterdam)",,,,,,,
"en-RP-P-OB-67.743A","Interieur van de Portugese Synagoge te Amsterdam tijdens de inwijding, 1675",1675,1675,1675,"prent","Romeyn de Hooghe","Romeyn de Hooghe",,,"Amsterdam","Gezicht in het interieur van de Nieuwe Portugese Synagoge te Amsterdam tijdens de inwijding, 2 augustus 1675. Bovenaan geven de Amsterdamse stedenmaagd en de personificatie van Vrijheid van Geweten een Joodse priester met gebedsrol en een knielende vrouw met wetstafelen de vrijheid om hun godsdienst uit te oefenen. Links hiervan een plattegrond van de tempel, rechts een gezicht op de buitenkant. Aan weerszijden namen van de stichters.","http://lh5.ggpht.com/eS8KvlL8oWKDf9FHyFpAtBdHtbhGOASUrto0TCGThm2tQqEENdDxHT5MVNBXHtGgm1KzlFXRum3kFrCDwcsZU2TXNCs=s0","Portugese Synagoge (Amsterdam)",,,,,,,
"en-RP-P-OB-67.743B","Tekstblad bij het Interieur van de Portugese Synagoge te Amsterdam tijdens de inwijding, 1675",1675,1675,1675,"prent","Romeyn de Hooghe","D.L. de Barrios","S. d' Oliverá",,"Nederland","Tekstblad bij het Interieur van de Portugese Synagoge te Amsterdam tijdens de inwijding, 1675. Tekst in 3 kolommen in het Nederlands, Portugees en Frans en 5 verzen in het Nederlands, Portugees, Hebreeuws, Latijn en Frans.","http://lh4.ggpht.com/DsEyFRrhg8IwYyf0njTaZq8ZC8ejNoQger7Ko0TTTTCC8LlB4XrI2mjC56-TJGO6eNEKxmB3In0CQOZbAS9sF7Okmd0=s0","Portugese Synagoge (Amsterdam)",,,,,,,
"en-RP-P-OB-68.256","Zinnebeeldige vertoningen die op de Dam zijn opgevoerd ter ere van de Vrede van Munster, 1648",1648,1648,1648,"prent","Pieter Nolpe","Pieter Nolpe","Samuel Coster",,"Noordelijke Nederlanden","Blad met het toneel met drie van de zes zinnebeeldige vertoningen die op de Dam zijn opgevoerd ter ere van de Vrede van Munster op 5 juni 1648. Op dit exemplaar zijn alle zes tableaux te zien, met de flappen waaronder de andere drie scènes zitten. Gedrukt van drie platen met onder de voorstelling in drie kolommen beschrijvingen van de historische en allegorische voorstellingen vertoond op de zes tonelen.","http://lh6.ggpht.com/PlJ8h7imiJ_An7cj7gtmfiv4XHDflEE3kOFroFi_1RxzffM9YU2wrnzO2u8ZpJZp5S8Lqz-AxjoaOQgSeNuRmCH082s=s0","Dam (Amsterdam)",,,,,,,
"en-RP-P-OB-68.269","Toneelspel op de Dam bij de viering van het Twaalfjarig Bestand, op 5 mei 1609",1609,1609,1609,"prent","Claes Jansz. Visscher (II)",,,,"Amsterdam","Uitvoering van een toneelscènes geschreven door P.C. Hooft door de Amsterdamse rederijkerskamer De Eglentier op de Dam bij de viering van het Twaalfjarig Bestand op 5 mei 1609. In het midden een grote voorstelling van het toneel met decor en publiek. Hieromheen negen kleinere taferelen ontleend aan de historie van Lucretia, Tarquinius en Brutus, elk met een tweeregelis vers. De laatste voorstelling toont de Vrijheid omringd en beschremd door de zeven provincies.","http://lh4.ggpht.com/I7xhch-63xsJEpdj0D9Q8q-iFy4yGgr5nGqYNI_wqZWDmXaHfQccL7wNjbdXdKD_hGpy0AHOJfZswFu1bWq_QtWANg=s0","Dam (Amsterdam)",,,,,,,
"en-RP-P-OB-70.023","Orgel van de Nieuwe Lutherse Kerk te Amsterdam",1721,1721,1721,"prent","Jan Caspar Philips","Jan Caspar Philips",,,"Amsterdam","Interieur van de Nieuwe Lutherse Kerk te Amsterdam, gezien naar het orgel.","http://lh5.ggpht.com/qwNdoJBhdrCADbOWS4q1WmmFMEAcPf3uwCwwLviDP9dj-sHIOIK8NyjBb66ftB6_XIWB_J4BbdBP0HY0uyLIj1QIVJg=s0","Nieuwe Lutherse Kerk (Amsterdam)",,,,,,,
"en-RP-P-OB-70.099","De loges in de nieuwe schouwburg te Amsterdam, 1637",1658,1658,1658,"prent","Salomon Savery","Jan Vos","Jacob Lescailje","Directeuren van de Amsterdamse Schouwburg","Noordelijke Nederlanden","Gezicht vanaf het toneel op de loges, de zitplaatsen van de nieuwe stadsschouwburg op de Keizersgracht 384 te Amsterdam, 1637. In het onderschrift 4 keer 2 regels in het Nederlands. In het midden een vignet van een jongen en een oude man aan weerszijden van een bijenkorf met het devies van de Amsterdamse Schouwburg: Door Yver in Liefde Bloeyende.","http://lh6.ggpht.com/UPuoQFf1wTcaXcZe3MCCsFKJ4y43WOYK2D75udf2LVqXcGtCWJUWDBYgl6eajL2SAWNM_DF4H_-56pMA3_2pMbkJAaqV=s0","Schouwburg Keizersgracht (Amsterdam)",,,,,,,
"en-RP-P-OB-70.100","Toneel van de nieuwe schouwburg te Amsterdam, 1637",1658,1658,1658,"prent","Salomon Savery","Jacob Lescailje","Directeuren van de Amsterdamse Schouwburg","Jan Vos","Noordelijke Nederlanden","Gezicht op het toneel van de nieuwe stadsschouwburg op de Keizersgracht 384 te Amsterdam. In de loges links en rechts zitten toeschouwers. Aan de onderkant van het toneel staan zes wapenschilden van de hoofden van de Schouwburg. In het onderschrift 4 keer 2 regels in het Nederlands.","http://lh4.ggpht.com/HeiwqFbZZjv_VmDSGf4kimHKIRzbxENz_2iIwQ_oh063bENW1lS4LEr4VF5oUSQdjUdFkoeIHFvg-SRzHjlzqOCRGV4=s0","Schouwburg Keizersgracht (Amsterdam)",,,,,,,
"en-RP-P-OB-73.372","Oude Jachthaven aan de Amstel",1727,1727,1733,"prent","Abraham Rademaker","Willem Barents","Antoni Schoonenburg",,"Amsterdam","Gezicht op de zuidzijde van de Blauwbrug, in de situatie van omstreeks 1608. Op de achtergrond de tweede Sint Antoniespoort.","http://lh3.ggpht.com/ltonHGZNF0c86UH-rqMA39XEDzYPQgDI-GXtnoX3UMHg42hOg6umnfFUAlJcbugZHRlRdXjeToVYq6ozZZDKaMx8Hs4=s0","Blauwbrug (Amsterdam)",,,,,,,
"en-RP-P-OB-76.314","Vuurwerk ter ere van de kroning van Willem III en Maria II tot koning en koningin van Groot-Brittannië, 1689",1689,1689,1689,"prent","Adriaen Schoonebeek","Adriaen Schoonebeek",,,,"Vuurwerk ter ere van de kroning van Willem III en Maria II tot koning en koningin van Groot-Brittannië, 21 april 1689. Vuurwerk van de Engelse kooplieden in Amsterdam afgestoken van enkele schepen op het water voor de Kloveniersdoelen te Amsterdam. Een volgeladen grote schuit linksvooraan schiet een kanon af en heeft een grote vlag waarop: For the Prot[es](tant) Religi[o](n] An(d) Liberty of England. Verder vooraan 4 volgeladen roeiboten. Verderop wordt, vlakbij een eveneens volgeladen brug nabij Staalstraat het eigenlijke vuurwerk afgeschoten. De straten, ramen en daken staan vol mensen en er liggen nog meer boten in het water, op één, links van het vuurwerk, staan brandende tonnen, nog verder naar links is nog een vreugdevuur.","http://lh6.ggpht.com/HLiBYQDb2a75jRhXyDLlUHBexBZQxGNd41rsDNeINpXVSg175pIwN_Sb3ZtfBtQvKG1BoRqLtwtwrSK_mJiX25VcpGY=s0","Kloveniersdoelen (Amsterdam)",,,,,,,
"en-RP-P-OB-76.316","Theaterpoort opgericht op de Dam, 1642",1642,1642,1642,"prent","Pieter Nolpe","Jan Wildens",,,"Noordelijke Nederlanden","Theaterpoort opgericht op de Dam bij het Damrak. Bovenaan het wapen van Amsterdam, aan de zijkanten 11 wapenschilden die verwijzen naar de militaire overwinningen van Frederik Hendrik. Toneel voor de vertoningen tijdens het bezoek van Engelse koningin Henrietta Maria aan Amsterdam, 20-22 mei 1642. Zevende plaat in een groep van tien vertoningen en triomfbogen.","http://lh3.ggpht.com/3VuNFOuOLZOHeI56dOFESMlKGqWpMLnHie5LRbMwwXNQ6tUhUceM3L1nzas6LTCSCOLYVtlO9LIkXZQYdZUiLeGI5jQ=s0","Amsterdam","Dam (Amsterdam)",,,,,,
"en-RP-P-OB-76.317","Theaterpoort opgericht op de Dam, 1642",1642,1642,1642,"prent","Pieter Nolpe","Jan Wildens",,,"Noordelijke Nederlanden","Theaterpoort opgericht op de Dam voor de Beurssteeg. Bovenaan het wapen met de adelaar van het Rooms-Duitse koninkrijk, op de hoeken de wapens van Engeland en Henegouwen, verwijzend naar de historische banden tussen Engeland en de Nederlanden. Toneel voor de vertoningen tijdens het bezoek van Engelse koningin Henrietta Maria aan Amsterdam, 20-22 mei 1642. Achtste plaat in een groep van tien vertoningen en triomfbogen.","http://lh5.ggpht.com/w7k6zbmGt0QC6ktD_JCVANC5t_MutgwtcE7Xc1D5VOQYbqhdub8WwOCInqjGguLrLCXj0EAQZXr2Hbr06tF-D8wIYbQ=s0","Amsterdam","Dam (Amsterdam)",,,,,,
"en-RP-P-OB-76.318","Theaterpoort opgericht op de Damsluis, 1642",1642,1642,1642,"prent","Pieter Nolpe","Jan Wildens",,,"Noordelijke Nederlanden","Theaterpoort opgericht op de Damsluis. Bovenaan het wapen van de Engelse koning Karel I, aan de zijden beelden van Pallas en Mars. Toneel voor de vertoningen tijdens het bezoek van Engelse koningin Henrietta Maria aan Amsterdam, 20-22 mei 1642. Negende plaat in een groep van tien vertoningen en triomfbogen.","http://lh6.ggpht.com/6DxMLEUQIRYiyMrtLNWMyxUf5jH5JnUi34cAUejKPewQ2_9pnjguKWna0bivco4qokC8nsHRwyG4pKbWvcLwqHFy0Q=s0","Amsterdam","Dam (Amsterdam)",,,,,,
"en-RP-P-OB-76.322","Gebouw voor het vuurwerk ter ere van het bezoek van het Russisch gezantschap aan Amsterdam, augustus 1697",1697,1697,1697,"prent","Isaac de Moucheron","Isaac de Moucheron","Pieter van den Berge","Staten van Holland en West-Friesland","Noordelijke Nederlanden","Gebouw voor het vuurwerk gegeven door het stadsbestuur ter ere van het bezoek van het Russisch gezantschap met tsaar Peter de Grote aan Amsterdam, 29 augustus 1697. Stellage opgericht in het water bij de Kloveniersdoelen en Kloveniersburgwal.","http://lh4.ggpht.com/qkRS9VSL2edOCOh9WGV-2PgHXYnIiF0kAVxnB_JM1WenP7oGUjV-rk4vjzt3va7Pb59Y8wO6d-Vf5K2MtTSEnrFEX24=s0","Kloveniersdoelen (Amsterdam)","Kloveniersburgwal (Amsterdam)",,,,,,
"en-RP-P-OB-76.323","Vuurwerk ter ere van het bezoek van het Russisch gezantschap aan Amsterdam, augustus 1697",1697,1697,1697,"prent","anoniem","Carel Allard","Staten van Holland en West-Friesland",,"Noordelijke Nederlanden","Het vuurwerk gegeven door het stadsbestuur ter ere van het bezoek van het Russisch gezantschap met tsaar Peter de Grote aan Amsterdam, 29 augustus 1697. Stellage opgericht in het water bij de Kloveniersdoelen en Kloveniersburgwal. Met onder en deels over de plaat een gedrukte tekst in twee kolommen in Nederlands en Frans.","http://lh6.ggpht.com/y79-3ljcqFa94PKUMErnDuZTYsEN3UuzInS_SEE3V8Z6UG7BSfsthb2GuTRAloq-8cS3f14mJIaRTdPgIeHuMZwnstw=s0","Kloveniersdoelen (Amsterdam)","Kloveniersburgwal (Amsterdam)",,,,,,
"en-RP-P-OB-76.429A","De Remonstrantse kerk aan de Keizersgracht in aanbouw, 1630",1630,1630,1630,"prent","Frans Brun","anoniem","Joost van den Vondel",,"Noordelijke Nederlanden","De Remonstrantse kerk aan de Keizersgracht in aanbouw, de kerk gewijd op 8 september 1630. Gezicht in het interieur met de bouwwerkzaamheden in volle gang. In de lucht twee engelen: links met bijbel met alziend oog, rechts met vrijheidshoed. Onderaan in de plaat 3 verzen van elk 8 regels over 6 kolommen in het Nederlands, Latijn en Frans. Bij de prent drie losse tekstbladen met handschrift.","http://lh3.ggpht.com/-4KXa80x_I97RaObHB_XZCyLwIQLSCPiWj8vdsHj7YoJuNpb93kewxrAo015iX-M0mIdM8iImnSxdbZz474cKq_8p4Y_=s0","Remonstrantse Kerk (Amsterdam)",,,,,,,
"en-RP-P-OB-76.429B","Gedicht op de inwijding van de Remonstrantse kerk te Amsterdam, 1630",1630,1630,1630,"tekstblad","Joost van den Vondel","anoniem",,,,"Gedicht op de inwijding van de Remonstrantse kerk aan de Keizersgracht te Amsterdam, 8 september 1630. Pamflet van acht bladzijden. Op het titelblad Psalm 118.",,"Remonstrantse Kerk (Amsterdam)",,,,,,,
"en-RP-P-OB-76.450","Intocht van Maria de Médicis te Amsterdam (plaat 1), 1638",1638,1638,1639,"prent","Pieter Nolpe",,,,"Noordelijke Nederlanden","Intocht van de Franse koningin Maria de Médicis te Amsterdam, 31 augustus 1638. Eerste plaat in een ongemonteerd ensemble bestaande uit een titelblad, een portret en zeven bladen van de stoet. De aankomst van de stoet bij de Haarlemmerpoort, voorop drie trompetters.","http://lh3.ggpht.com/DbavGo570NcFonuwxIyM-f6D56zhmjvuDDs6wQwCwHPnHFZSa03zVtHqcRCMAh5iCO1qNn3Gml8gZvxDJ29ZedyKHQ=s0","Haarlemmerpoort (Amsterdam)",,,,,,,
"en-RP-P-OB-76.459","Feestelijkheden bij het bezoek van Maria de Médicis aan Amsterdam (plaat nr. 4), 1638",1638,1638,1638,"prent","Salomon Savery","Jan Martszen de Jonge",,,"Amsterdam","Aankomst van de stoet bij de triomfpoort op de Varkenssluis bij de Oudezijds Voorburgwal. Boven de poort een schilderij van Maria de Medicis als Berecynthia in haar strijdwagen. Plaat nr. 4 in de illustraties in de beschrijving van de feestelijkheden bij het bezoek van Maria de Médicis aan Amsterdam, 31 augustus - 5 september 1638.","http://lh4.ggpht.com/TMYGIsxCpuDpTbNcRQrl8hpmiameiabbJ6ZkLs2nQhPoE8WMjBjHjqCFLPZl78o7jVegt3rqvT-YkD1Rv6HR9UBqWA=s0","Amsterdam","Oudezijds Voorburgwal (Amsterdam)",,,,,,
"en-RP-P-OB-76.460","Feestelijkheden bij het bezoek van Maria de Médicis aan Amsterdam (plaat nr. 2), 1638",1638,1638,1638,"prent","Salomon Savery","Jan Martszen de Jonge",,,"Amsterdam","Aankomst van de stoet bij de triomfpoort bij de Vijgendam. Boven de poort een schilderij van het huwelijk van Hendrik IV met Maria de Medicis. Plaat nr. 2 in de illustraties in de beschrijving van de feestelijkheden bij het bezoek van Maria de Médicis aan Amsterdam, 31 augustus - 5 september 1638.","http://lh4.ggpht.com/qxq-R-ZfUTl2fJsvge745xvxFjf7uHkS4fTZyXfDveCTplwFn1PSqLAr1N5RcvP_A0VthKPN0r6CcGii8Hhsf_-ahJ4=s0","Dam (Amsterdam)",,,,,,,
"en-RP-P-OB-76.462","Feestelijkheden bij het bezoek van Maria de Médicis aan Amsterdam (plaat nr. 6), 1638",1638,1638,1638,"prent","Salomon Savery",,,,"Amsterdam","Aankomst bij het drijvende theater op het Rokin, het bezoek en vele anderen in bootjes op het water. Op de kades veel toeschouwers. Plaat nr. 6 in de illustraties in de beschrijving van de feestelijkheden bij het bezoek van Maria de Médicis aan Amsterdam, 31 augustus - 5 september 1638.","http://lh4.ggpht.com/7OPHw64a19X8j38Qc9an8uq8FwdqHXyHnMLPO5wTNwrzL2lnGYC-PMGmyGSErfBA_Pp8CTHiqvWfeZ0A7SSZxpw8_w=s0","Rokin (Amsterdam)",,,,,,,
"en-RP-P-OB-76.470","Feestelijkheden bij het bezoek van Maria de Médicis aan Amsterdam (plaat nr. 14), 1638",1638,1638,1638,"prent","Salomon Savery",,,,"Amsterdam","Steekspel in boten op de Amstel bij de Oude Turfmarkt. Rechts het theater op het Rokin, de gasten en vele anderen in bootjes op het water. Op de kades veel toeschouwers. Plaat nr. 14 in de illustraties in de beschrijving van de feestelijkheden bij het bezoek van Maria de Médicis aan Amsterdam, 31 augustus - 5 september 1638.","http://lh4.ggpht.com/uLGQoWQPSbahyFY-qj-9XAibtvOsF5e4qM8aw3c5NlKEBu492I6PXDBrwg8FCBKFYsL3q01kwOrwcZV5QF104BS0hepu=s0","Rokin (Amsterdam)","Amstel",,,,,,
"en-RP-P-OB-76.471","Feestelijkheden bij het bezoek van Maria de Médicis aan Amsterdam (plaat nr. 16), 1638",1638,1638,1638,"prent","Salomon Savery",,,,"Amsterdam","Het vertrek van de koningin op 5 september 1638. De vier Amsterdamse burgemeesters nemen afscheid van Maria de Medicis op de Dam tussen het oude stadhuis en de Waag. Op de voorgrond een hond. Plaat nr. 16 in de illustraties in de beschrijving van de feestelijkheden bij het bezoek van Maria de Médicis aan Amsterdam, 31 augustus - 5 september 1638.","http://lh3.ggpht.com/WVqLQHY1ooJ97G2cp3l3jVe5olljYH2or4kWXo-qS-vsCZTqOZK5vfcwvztoFYEyeGQKXwHGLOAY9XISx9HFK1tR0dM=s0","Dam (Amsterdam)","Oude Stadhuis (Amsterdam)","Waag op de Dam (Amsterdam)",,,,,
"en-RP-P-OB-76.472","Feestelijkheden bij het bezoek van Maria de Médicis aan Amsterdam (plaat nr. 16), 1638",1638,1638,1638,"prent","Salomon Savery","Jan Martszen de Jonge",,,"Amsterdam","Het vertrek van de koningin op 5 september 1638. De vier Amsterdamse burgemeesters nemen afscheid van Maria de Medicis op de Dam tussen het oude stadhuis en de Waag. Op de voorgrond een hond (zonder kop). Plaat nr. 16 in de illustraties in de beschrijving van de feestelijkheden bij het bezoek van Maria de Médicis aan Amsterdam, 31 augustus - 5 september 1638.","http://lh4.ggpht.com/cDGp-duzMGPW_Ypqr7T-P5ze9pmEijblbIlPIWaiLQNdJdKWO6lRay1M1MFCFLjN2ZByve6t4IXGpg83k2g4qdmy9g=s0","Dam (Amsterdam)","Oude Stadhuis (Amsterdam)","Waag op de Dam (Amsterdam)",,,,,
"en-RP-P-OB-76.489","Zinnebeeldige vertoningen die op de Dam zijn opgevoerd ter ere van de Vrede van Munster, 1648",1648,1648,1648,"prent","Pieter Nolpe","Pieter Nolpe","Samuel Coster",,"Noordelijke Nederlanden","Blad met het toneel met de zes zinnebeeldige vertoningen die op de Dam zijn opgevoerd ter ere van de Vrede van Munster op 5 juni 1648. Op dit exemplaar zijn slechts drie (nrs. 1, 3 en 5) van de zes tableaux te zien, omdat de flappen dicht zijn geplakt waaronder de andere drie scènes zitten. Gedrukt van drie platen met onder de voorstelling in drie kolommen beschrijvingen van de historische en allegorische voorstellingen vertoond op de zes tonelen.","http://lh4.ggpht.com/XiHb_v9EY9cgr3oyva87pExHMXugrPHId8Oe6DEyfYLgkFl-fyRAXjapi4bQv5X0VbrKlv1Dpe5pst-VmWCpAwSLWU4R=s0","Dam (Amsterdam)",,,,,,,
"en-RP-P-OB-76.602","Intocht van Maria Henrietta Stuart, prinses van Oranje te Amsterdam (plaat 1), 1660",1638,1638,1639,"prent","Pieter Nolpe","anoniem","Jan Martszen de Jonge",,"Noordelijke Nederlanden","Bezoek van de Maria Henrietta Stuart, prinses van Oranje, vergezeld door Amalia van Solms, de jonge prins Willem III en anderen te Amsterdam, 15 juni 1660. De aankomst van de stoet bij de Haarlemmerpoort, voorop drie trompetters. Eerste plaat in een ongemonteerd ensemble bestaande uit een zeven bladen van de stoet.","http://lh3.ggpht.com/0oIUotAV8LMSunsjasVwQNWJ1MpiYJdvYIbYRNmhw7g4MKToFNS8kQO4YULsrYc-cFZGBRF4c7QPWQA3K0NfZi954yE=s0","Haarlemmerpoort (Amsterdam)",,,,,,,
"en-RP-P-OB-76.603","Intocht van Maria Henrietta Stuart, prinses van Oranje te Amsterdam (plaat 2), 1660",1638,1638,1639,"prent","Pieter Nolpe","anoniem","Jan Martszen de Jonge",,"Noordelijke Nederlanden","Bezoek van de Maria Henrietta Stuart, prinses van Oranje, vergezeld door Amalia van Solms, de jonge prins Willem III en anderen te Amsterdam, 15 juni 1660. De aankomst van de stoet met ruiters bij de Haarlemmerpoort. De voorste ruiter gemerkt met de letter A. Tweede plaat in een ongemonteerd ensemble bestaande uit een zeven bladen van de stoet.","http://lh5.ggpht.com/JP58com6Gs8QsUZVqTLrNjtVTu8Rtt-jEdRNVSKkyumr4ndHba-Hq6EeObBppkf5lEqIYMb6rAXUJrLqGPRibNhlkbc=s0","Haarlemmerpoort (Amsterdam)",,,,,,,
